,Timestamp,Open,High,Low,Close,Volume
376,2025-03-26 01:00:00,118.73,118.84,112.71,113.76,296431667.0
377,2025-03-27 01:00:00,111.35,114.45,110.66,111.43,236902055.0
378,2025-03-28 01:00:00,111.485,112.87,109.0701,109.67,229872549.0
379,2025-03-31 01:00:00,105.13,110.955,103.65,108.38,299212653.0
380,2025-04-01 01:00:00,108.515,110.2,106.47,110.15,222614034.0
381,2025-04-02 01:00:00,107.29,111.98,106.79,110.42,220601243.0
382,2025-04-03 01:00:00,103.51,105.63,101.6,101.8,338769412.0
383,2025-04-04 01:00:00,98.91,100.13,92.11,94.31,532273810.0
384,2025-04-07 01:00:00,87.46,101.75,86.62,97.64,611041347.0
385,2025-04-08 01:00:00,103.805,105.85,94.46,96.3,476243392.0
386,2025-04-09 01:00:00,98.89,115.1,97.5301,114.33,612918336.0
387,2025-04-10 01:00:00,109.37,110.86,99.15,107.57,437812353.0
388,2025-04-11 01:00:00,108.5,111.5499,107.48,110.93,313417265.0
389,2025-04-14 01:00:00,114.11,114.29,109.07,110.71,264705049.0
390,2025-04-15 01:00:00,110.97,113.615,110.5,112.2,228966900.0
391,2025-04-16 01:00:00,104.55,106.79,100.45,104.49,397016870.0
392,2025-04-17 01:00:00,104.45,104.47,100.05,101.49,292517465.0
393,2025-04-21 01:00:00,98.77,99.44,95.04,96.91,288501136.0
394,2025-04-22 01:00:00,98.78,99.811,97.28,98.89,241004784.0
395,2025-04-23 01:00:00,104.52,104.8,102.02,102.71,247525971.0
396,2025-04-24 01:00:00,103.475,106.54,103.11,106.43,220815041.0
397,2025-04-25 01:00:00,106.85,111.92,105.73,111.01,251064672.0
398,2025-04-28 01:00:00,109.69,110.3699,106.02,108.73,207708479.0
399,2025-04-29 01:00:00,107.67,110.1999,107.44,109.02,170444263.0
400,2025-04-30 01:00:00,104.47,108.92,104.08,108.92,235044611.0
401,2025-05-01 01:00:00,113.08,114.94,111.3,111.61,236121507.0
402,2025-05-02 01:00:00,114.18,115.4,113.37,114.5,190194778.0
403,2025-05-05 01:00:00,112.905,114.665,112.66,113.82,133163241.0
404,2025-05-06 01:00:00,111.48,114.74,110.822,113.54,158525621.0
405,2025-05-07 01:00:00,113.045,117.68,112.2818,117.06,207827821.0
406,2025-05-08 01:00:00,118.25,118.68,115.85,117.37,198428122.0
407,2025-05-09 01:00:00,117.35,118.23,115.21,116.65,132972189.0
408,2025-05-12 01:00:00,121.97,123.0,120.28,123.0,225023345.0
409,2025-05-13 01:00:00,124.98,131.2189,124.47,129.93,330430105.0
410,2025-05-14 01:00:00,133.195,135.435,131.68,135.34,281180830.0
411,2025-05-15 01:00:00,134.295,136.3,132.66,134.83,226632563.0
412,2025-05-16 01:00:00,136.22,136.35,133.46,135.4,226542451.0
413,2025-05-19 01:00:00,132.39,135.87,132.39,135.57,193154571.0
414,2025-05-20 01:00:00,134.29,134.58,132.62,134.38,161514247.0
415,2025-05-21 01:00:00,133.06,137.4,130.59,131.8,270608738.0
416,2025-05-22 01:00:00,132.23,134.25,131.55,132.83,187343954.0
417,2025-05-23 01:00:00,130.0,132.68,129.16,131.29,198821324.0
418,2025-05-27 01:00:00,134.15,135.66,133.31,135.5,192953613.0
419,2025-05-28 01:00:00,136.025,137.25,134.79,134.81,304021146.0
420,2025-05-29 01:00:00,142.245,143.49,137.91,139.19,370615167.0
421,2025-05-30 01:00:00,138.715,139.62,132.92,135.13,333170851.0
422,2025-06-02 01:00:00,135.49,138.12,135.4,137.38,197663116.0
423,2025-06-03 01:00:00,138.78,142.0,137.95,141.22,225578783.0
424,2025-06-04 01:00:00,142.19,142.39,139.545,141.92,167120819.0
425,2025-06-05 01:00:00,142.17,144.0,138.83,139.99,232410759.0
426,2025-06-06 01:00:00,142.51,143.27,141.51,141.72,153986153.0
427,2025-06-09 01:00:00,143.19,145.0,141.94,142.63,185114494.0
428,2025-06-10 01:00:00,142.69,144.29,141.525,143.96,155881897.0
429,2025-06-11 01:00:00,144.61,144.99,141.87,142.83,167694044.0
430,2025-06-12 01:00:00,141.97,145.0,141.85,145.0,162364991.0
431,2025-06-13 01:00:00,142.48,143.58,140.855,141.97,180820565.0
432,2025-06-16 01:00:00,143.345,146.175,143.2001,144.69,183133666.0
433,2025-06-17 01:00:00,144.49,145.22,143.78,144.12,139108000.0
434,2025-06-18 01:00:00,144.005,145.65,143.12,145.48,161494121.0
435,2025-06-20 01:00:00,145.45,146.2,142.65,143.85,242956157.0
436,2025-06-23 01:00:00,142.5,144.78,142.03,144.17,154308941.0
437,2025-06-24 01:00:00,145.56,147.96,145.5,147.9,187566121.0
438,2025-06-25 01:00:00,149.27,154.45,149.26,154.31,269146471.0
439,2025-06-26 01:00:00,155.975,156.715,154.0,155.02,198145746.0
440,2025-06-27 01:00:00,156.04,158.71,155.255,157.75,263234539.0
441,2025-06-30 01:00:00,158.4,158.66,155.96,157.99,194580316.0
442,2025-07-01 01:00:00,156.29,157.2,151.49,153.3,213143621.0
443,2025-07-02 01:00:00,152.98,157.6,152.97,157.25,171224111.0
444,2025-07-03 01:00:00,158.37,160.98,157.77,159.34,143716055.0
445,2025-07-07 01:00:00,158.2,159.31,157.342,158.24,140138975.0
446,2025-07-08 01:00:00,159.33,160.22,158.39,160.0,138133025.0
447,2025-07-09 01:00:00,161.22,164.42,161.16,162.88,183656443.0
448,2025-07-10 01:00:00,164.32,164.5,161.61,164.1,167704075.0
449,2025-07-11 01:00:00,163.715,167.89,163.47,164.92,193633263.0
450,2025-07-14 01:00:00,165.37,165.49,162.02,164.07,136975754.0
451,2025-07-15 01:00:00,171.19,172.4,169.195,170.7,230627350.0
452,2025-07-16 01:00:00,171.06,171.75,168.9,171.37,158831509.0
453,2025-07-17 01:00:00,172.02,174.16,170.83,173.0,160841119.0
454,2025-07-18 01:00:00,173.64,174.25,171.26,172.41,146456416.0
455,2025-07-21 01:00:00,172.75,173.38,171.0,171.38,123126136.0
456,2025-07-22 01:00:00,171.34,171.39,164.58,167.03,193114327.0
457,2025-07-23 01:00:00,169.53,171.26,167.97,170.78,154082197.0
458,2025-07-24 01:00:00,172.44,173.83,171.3,173.74,128984628.0
459,2025-07-25 01:00:00,173.61,174.72,172.96,173.5,122316792.0
460,2025-07-28 01:00:00,174.02,177.0,173.97,176.75,140023521.0
461,2025-07-29 01:00:00,177.96,179.38,175.02,175.51,154077512.0
462,2025-07-30 01:00:00,176.51,179.89,176.04,179.27,174312208.0
463,2025-07-31 01:00:00,182.9,183.3,175.93,177.87,221685446.0
464,2025-08-01 01:00:00,174.09,176.54,170.89,173.72,204528985.0
465,2025-08-04 01:00:00,175.16,180.2,174.52,180.0,148174609.0
466,2025-08-05 01:00:00,179.62,180.26,175.9,178.26,156407621.0
467,2025-08-06 01:00:00,176.325,179.9,176.25,179.42,137192265.0
468,2025-08-07 01:00:00,181.57,183.88,178.795,180.77,151878365.0
469,2025-08-08 01:00:00,181.55,183.3,180.4,182.7,123396679.0
470,2025-08-11 01:00:00,182.05,183.84,180.25,182.06,138323191.0
471,2025-08-12 01:00:00,182.96,184.48,179.46,183.16,145729202.0
472,2025-08-13 01:00:00,182.615,183.97,179.35,181.59,179871724.0
473,2025-08-14 01:00:00,179.75,183.02,179.46,182.02,129553959.0
474,2025-08-15 01:00:00,181.88,181.9,178.0417,180.45,156602161.0
475,2025-08-18 01:00:00,180.6,182.9375,180.59,182.01,132007959.0
476,2025-08-19 01:00:00,182.43,182.5,175.49,175.64,185229219.0
477,2025-08-20 01:00:00,175.165,176.0,168.801,175.4,215142725.0
478,2025-08-21 01:00:00,174.85,176.9,173.81,174.98,140040850.0
479,2025-08-22 01:00:00,172.61,178.59,171.2,177.99,172789427.0
480,2025-08-25 01:00:00,178.35,181.91,176.57,179.81,163012789.0
481,2025-08-26 01:00:00,180.055,182.39,178.81,181.77,168688186.0
482,2025-08-27 01:00:00,181.98,182.49,179.1,181.6,235518949.0
483,2025-08-28 01:00:00,180.82,184.47,176.41,180.17,281787824.0
484,2025-08-29 01:00:00,178.11,178.15,173.145,174.18,243257873.0
485,2025-09-02 01:00:00,170.0,172.379,167.22,170.78,231164853.0
486,2025-09-03 01:00:00,171.06,172.41,168.875,170.62,164424873.0
487,2025-09-04 01:00:00,170.57,171.86,169.41,171.66,141670144.0
488,2025-09-05 01:00:00,168.03,169.03,164.07,167.02,224441435.0
489,2025-09-08 01:00:00,167.55,170.96,167.35,168.31,163769133.0
490,2025-09-09 01:00:00,169.09,170.98,166.7401,170.76,157548392.0
491,2025-09-10 01:00:00,176.64,179.29,175.47,177.33,226852020.0
492,2025-09-11 01:00:00,179.68,180.28,176.48,177.17,151159274.0
493,2025-09-12 01:00:00,177.77,178.595,176.45,177.82,124911026.0
494,2025-09-15 01:00:00,175.67,178.85,174.51,177.75,147061559.0
495,2025-09-16 01:00:00,177.0,177.5,174.38,174.88,140737775.0
496,2025-09-17 01:00:00,172.64,173.2,168.41,170.29,211843817.0
497,2025-09-18 01:00:00,173.98,177.1,172.96,176.24,191763313.0
498,2025-09-19 01:00:00,175.77,178.08,175.18,176.67,237182143.0
499,2025-09-22 01:00:00,175.3,184.55,174.7053,183.61,269637001.0
500,2025-09-23 01:00:00,181.97,182.42,176.21,178.43,192559552.0
